fund_code,fund_name,fund_name_clean,fund_status,fund_detail_url,fund_domicile,risk_level,nav,nav_date,perf_1d_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,perf_ytd_pct,annual_return_date,annual_return_2021_pct,annual_return_2022_pct,annual_return_2023_pct,annual_return_2024_pct,annual_return_2025_pct,doc_prospectus,doc_annual_report,doc_quarterly_report,doc_semi_annual_report,doc_monthly_report,doc_fund_contract,doc_product_summary,doc_offering_announcement,doc_all_announcements,xueqiu_link
006475,国泰嘉睿纯债债券型证券投资基金A类,国泰嘉睿纯债债券型证券投资基金A类,,Overview.aspx?code=006475,Mainland Securities Fund,3,1.0748,2026-06-08,-0.08,+0.41,+0.88,+1.58,+1.21,+1.54,2026-06-08,+3.76,+2.62,+3.49,+9.24,-0.12,Casdocument.aspx?documentid=632715729,Casdocument.aspx?documentid=652948492,Casdocument.aspx?documentid=656941252,Casdocument.aspx?documentid=614260088,,Casdocument.aspx?documentid=534260912,Casdocument.aspx?documentid=632717775,Casdocument.aspx?documentid=658050744,FundDocuments.aspx?query=all&fund=006475,https://danjuanfunds.com/funding/006475
006484,[仅电子渠道]广发中债1-3年国开行债券指数证券投资基金A类,广发中债1-3年国开行债券指数证券投资基金A类,online_only,Overview.aspx?code=006484,Mainland Securities Fund,2,1.0574,2026-06-08,-0.03,+0.39,+1.00,+1.64,+1.51,+1.48,2026-06-08,+3.84,+2.69,+3.33,+5.75,+0.29,Casdocument.aspx?documentid=662466909,Casdocument.aspx?documentid=652944395,Casdocument.aspx?documentid=656817155,Casdocument.aspx?documentid=614244616,,Casdocument.aspx?documentid=576494514,Casdocument.aspx?documentid=659466655,Casdocument.aspx?documentid=658047813,FundDocuments.aspx?query=all&fund=006484,https://danjuanfunds.com/funding/006484
006485,[仅电子渠道]广发中债1-3年国开行债券指数证券投资基金C类,广发中债1-3年国开行债券指数证券投资基金C类,online_only,Overview.aspx?code=006485,Mainland Securities Fund,2,1.0565,2026-06-08,-0.03,+0.38,+0.97,+1.58,+1.41,+1.44,2026-06-08,+3.73,+2.58,+3.26,+5.64,+0.18,Casdocument.aspx?documentid=662466909,Casdocument.aspx?documentid=652944395,Casdocument.aspx?documentid=656817155,Casdocument.aspx?documentid=614244616,,Casdocument.aspx?documentid=576494514,Casdocument.aspx?documentid=659466715,Casdocument.aspx?documentid=658047813,FundDocuments.aspx?query=all&fund=006485,https://danjuanfunds.com/funding/006485
006533,[仅电子渠道]易方达科融混合型证券投资基金,易方达科融混合型证券投资基金,online_only,Overview.aspx?code=006533,Mainland Securities Fund,5,8.5381,2026-06-08,-2.60,+4.98,+34.74,+36.13,+179.00,+34.02,2026-06-08,+58.03,-21.76,-9.57,+24.56,+119.05,Casdocument.aspx?documentid=607319836,Casdocument.aspx?documentid=653282673,Casdocument.aspx?documentid=656813452,Casdocument.aspx?documentid=614561526,,Casdocument.aspx?documentid=456507694,Casdocument.aspx?documentid=661295368,Casdocument.aspx?documentid=658048839,FundDocuments.aspx?query=all&fund=006533,https://danjuanfunds.com/funding/006533
006535,恒生前海恒锦裕利混合型证券投资基金A（暂停申购）,恒生前海恒锦裕利混合型证券投资基金A,suspended,Overview.aspx?code=006535,Mainland Securities Fund,3,1.4148,2026-06-08,-0.38,+2.14,+11.24,+11.69,+16.59,+11.39,2026-06-08,+0.69,-2.31,+6.74,+3.91,+5.12,Casdocument.aspx?documentid=658211391,Casdocument.aspx?documentid=653282730,Casdocument.aspx?documentid=656824699,Casdocument.aspx?documentid=613826781,,Casdocument.aspx?documentid=415149835,Casdocument.aspx?documentid=658246547,Casdocument.aspx?documentid=658045968,FundDocuments.aspx?query=all&fund=006535,https://danjuanfunds.com/funding/006535
006591,[仅电子渠道]广发景明中短债债券型证券投资基金A类,广发景明中短债债券型证券投资基金A类,online_only,Overview.aspx?code=006591,Mainland Securities Fund,3,1.0314,2026-06-08,+0.00,+0.17,+0.57,+1.13,+1.85,+0.98,2026-06-08,+3.85,+2.08,+3.42,+3.08,+1.70,Casdocument.aspx?documentid=662466877,Casdocument.aspx?documentid=652939585,Casdocument.aspx?documentid=656821896,Casdocument.aspx?documentid=614236153,,Casdocument.aspx?documentid=342713551,Casdocument.aspx?documentid=659466325,Casdocument.aspx?documentid=553273620,FundDocuments.aspx?query=all&fund=006591,https://danjuanfunds.com/funding/006591
006592,[仅电子渠道]广发景明中短债债券型证券投资基金C类,广发景明中短债债券型证券投资基金C类,online_only,Overview.aspx?code=006592,Mainland Securities Fund,3,1.0275,2026-06-08,+0.00,+0.15,+0.48,+0.94,+1.45,+0.80,2026-06-08,+3.54,+1.86,+3.00,+2.66,+1.29,Casdocument.aspx?documentid=662466877,Casdocument.aspx?documentid=652939585,Casdocument.aspx?documentid=656821896,Casdocument.aspx?documentid=614236153,,Casdocument.aspx?documentid=342713551,Casdocument.aspx?documentid=659466646,Casdocument.aspx?documentid=553273620,FundDocuments.aspx?query=all&fund=006592,https://danjuanfunds.com/funding/006592
006629,招商鑫悦中短债债券型证券投资基金A类,招商鑫悦中短债债券型证券投资基金A类,,Overview.aspx?code=006629,Mainland Securities Fund,3,1.1803,2026-06-08,-0.01,+0.18,+0.57,+1.12,+1.71,+0.97,2026-06-08,+5.33,+2.01,+3.75,+3.38,+1.26,Casdocument.aspx?documentid=632992016,Casdocument.aspx?documentid=653325565,Casdocument.aspx?documentid=656874411,Casdocument.aspx?documentid=613773108,,Casdocument.aspx?documentid=467109107,Casdocument.aspx?documentid=632969010,Casdocument.aspx?documentid=379345358,FundDocuments.aspx?query=all&fund=006629,https://danjuanfunds.com/funding/006629
006630,招商鑫悦中短债债券型证券投资基金C类,招商鑫悦中短债债券型证券投资基金C类,,Overview.aspx?code=006630,Mainland Securities Fund,3,1.1672,2026-06-08,-0.01,+0.16,+0.53,+1.02,+1.50,+0.87,2026-06-08,+5.11,+1.80,+3.55,+3.17,+1.07,Casdocument.aspx?documentid=632992016,Casdocument.aspx?documentid=653325565,Casdocument.aspx?documentid=656874411,Casdocument.aspx?documentid=613773108,,Casdocument.aspx?documentid=467109107,Casdocument.aspx?documentid=632971681,Casdocument.aspx?documentid=379345358,FundDocuments.aspx?query=all&fund=006630,https://danjuanfunds.com/funding/006630
006662,[仅电子渠道]易方达安悦超短债债券型证券投资基金A类,易方达安悦超短债债券型证券投资基金A类,online_only,Overview.aspx?code=006662,Mainland Securities Fund,3,1.0144,2026-06-08,+0.01,+0.13,+0.41,+0.80,+1.54,+0.69,2026-06-08,+3.04,+2.25,+2.84,+2.32,+1.46,Casdocument.aspx?documentid=663320499,Casdocument.aspx?documentid=653282726,Casdocument.aspx?documentid=656813361,Casdocument.aspx?documentid=614231182,,Casdocument.aspx?documentid=313178464,Casdocument.aspx?documentid=661285391,Casdocument.aspx?documentid=658034351,FundDocuments.aspx?query=all&fund=006662,https://danjuanfunds.com/funding/006662
006663,[仅电子渠道]易方达安悦超短债债券型证券投资基金C类,易方达安悦超短债债券型证券投资基金C类,online_only,Overview.aspx?code=006663,Mainland Securities Fund,3,1.0123,2026-06-08,+0.01,+0.12,+0.38,+0.72,+1.38,+0.62,2026-06-08,+2.90,+2.10,+2.68,+2.13,+1.29,Casdocument.aspx?documentid=663320499,Casdocument.aspx?documentid=653282726,Casdocument.aspx?documentid=656813361,Casdocument.aspx?documentid=614231182,,Casdocument.aspx?documentid=313178464,Casdocument.aspx?documentid=661285409,Casdocument.aspx?documentid=658034351,FundDocuments.aspx?query=all&fund=006663,https://danjuanfunds.com/funding/006663
006672,[仅电子渠道]广发招财短债债券型证券投资基金A类（暂停申购）,广发招财短债债券型证券投资基金A类,"online_only,suspended",Overview.aspx?code=006672,Mainland Securities Fund,3,1.012,2026-06-08,+0.00,+0.11,+0.39,+0.79,+1.42,+0.67,2026-06-08,+2.46,+2.58,+3.41,+2.63,+1.38,Casdocument.aspx?documentid=659467430,Casdocument.aspx?documentid=652935261,Casdocument.aspx?documentid=656822271,Casdocument.aspx?documentid=614243885,,Casdocument.aspx?documentid=342713500,Casdocument.aspx?documentid=659466360,Casdocument.aspx?documentid=658050640,FundDocuments.aspx?query=all&fund=006672,https://danjuanfunds.com/funding/006672
006673,[仅电子渠道]广发招财短债债券型证券投资基金C类（暂停申购）,广发招财短债债券型证券投资基金C类,"online_only,suspended",Overview.aspx?code=006673,Mainland Securities Fund,3,1.0039,2026-06-08,+0.00,+0.08,+0.29,+0.62,+1.06,+0.51,2026-06-08,+2.10,+2.22,+3.04,+2.28,+1.04,Casdocument.aspx?documentid=659467430,Casdocument.aspx?documentid=652935261,Casdocument.aspx?documentid=656822271,Casdocument.aspx?documentid=614243885,,Casdocument.aspx?documentid=342713500,Casdocument.aspx?documentid=659466357,Casdocument.aspx?documentid=658050640,FundDocuments.aspx?query=all&fund=006673,https://danjuanfunds.com/funding/006673
006724,[仅电子渠道]工银瑞信深证红利交易型开放式指数证券投资基金联接基金C类,工银瑞信深证红利交易型开放式指数证券投资基金联接基金C类,online_only,Overview.aspx?code=006724,Mainland Securities Fund,4,1.0465,2026-06-08,-1.39,-8.33,-10.09,-7.07,+2.35,-6.78,2026-06-08,-12.32,-18.44,-8.99,+9.26,+8.34,Casdocument.aspx?documentid=632996442,Casdocument.aspx?documentid=653179925,Casdocument.aspx?documentid=656807269,Casdocument.aspx?documentid=613823445,,Casdocument.aspx?documentid=331310363,Casdocument.aspx?documentid=632966547,Casdocument.aspx?documentid=658049381,FundDocuments.aspx?query=all&fund=006724,https://danjuanfunds.com/funding/006724
006733,[仅电子渠道]博时创业板交易型开放式指数证券投资基金联接基金C类,博时创业板交易型开放式指数证券投资基金联接基金C类,online_only,Overview.aspx?code=006733,Mainland Securities Fund,5,3.2281,2026-06-08,-3.43,+0.53,+17.22,+18.63,+81.23,+18.12,2026-06-08,+13.21,-26.97,-17.87,+12.70,+47.74,Casdocument.aspx?documentid=620812281,Casdocument.aspx?documentid=653285422,Casdocument.aspx?documentid=656834994,Casdocument.aspx?documentid=613836181,,Casdocument.aspx?documentid=554674971,Casdocument.aspx?documentid=599613418,Casdocument.aspx?documentid=658042089,FundDocuments.aspx?query=all&fund=006733,https://danjuanfunds.com/funding/006733
006781,汇丰晋信港股通精选股票型证券投资基金（暂停申购）,汇丰晋信港股通精选股票型证券投资基金,suspended,Overview.aspx?code=006781,Mainland Securities Fund,4,0.8638,2026-06-08,-2.32,-12.29,-12.81,-20.61,-5.09,-17.02,2026-06-08,-17.70,-9.16,-23.12,+11.56,+35.83,Casdocument.aspx?documentid=599595232,Casdocument.aspx?documentid=653229209,Casdocument.aspx?documentid=656919345,Casdocument.aspx?documentid=613820520,,Casdocument.aspx?documentid=558523272,Casdocument.aspx?documentid=599607579,Casdocument.aspx?documentid=658045554,FundDocuments.aspx?query=all&fund=006781,https://danjuanfunds.com/funding/006781
006834,[仅电子渠道]工银瑞信尊享短债债券型证券投资基金A类,工银瑞信尊享短债债券型证券投资基金A类,online_only,Overview.aspx?code=006834,Mainland Securities Fund,2,1.1589,2026-06-08,+0.00,+0.16,+0.69,+1.21,+1.88,+1.05,2026-06-08,+3.42,+2.12,+3.31,+3.19,+1.49,Casdocument.aspx?documentid=632928784,Casdocument.aspx?documentid=653198775,Casdocument.aspx?documentid=656807300,Casdocument.aspx?documentid=613823577,,Casdocument.aspx?documentid=511042459,Casdocument.aspx?documentid=632963116,Casdocument.aspx?documentid=658048597,FundDocuments.aspx?query=all&fund=006834,https://danjuanfunds.com/funding/006834
007105,[仅电子渠道]国泰丰鑫纯债债券型证券投资基金A类,国泰丰鑫纯债债券型证券投资基金A类,online_only,Overview.aspx?code=007105,Mainland Securities Fund,3,1.0159,2026-06-08,-0.03,+0.31,+0.80,+1.55,+2.02,+1.32,2026-06-08,+5.47,+1.78,+5.51,+4.29,+1.52,Casdocument.aspx?documentid=632710050,Casdocument.aspx?documentid=652948246,Casdocument.aspx?documentid=656939202,Casdocument.aspx?documentid=614261178,,Casdocument.aspx?documentid=534505383,Casdocument.aspx?documentid=632717751,Casdocument.aspx?documentid=658042338,FundDocuments.aspx?query=all&fund=007105,https://danjuanfunds.com/funding/007105
007147,博时中债1-3年国开行债券指数证券投资基金A类,博时中债1-3年国开行债券指数证券投资基金A类,,Overview.aspx?code=007147,Mainland Securities Fund,2,1.0263,2026-06-08,-0.05,+0.22,+0.86,+1.45,+1.56,+1.25,2026-06-08,+3.65,+2.70,+2.90,+4.45,+0.51,Casdocument.aspx?documentid=620821004,Casdocument.aspx?documentid=653262312,Casdocument.aspx?documentid=656833881,Casdocument.aspx?documentid=613836219,,Casdocument.aspx?documentid=576483226,Casdocument.aspx?documentid=606784552,Casdocument.aspx?documentid=658047359,FundDocuments.aspx?query=all&fund=007147,https://danjuanfunds.com/funding/007147
007148,博时中债1-3年国开行债券指数证券投资基金C类,博时中债1-3年国开行债券指数证券投资基金C类,,Overview.aspx?code=007148,Mainland Securities Fund,2,1.0249,2026-06-08,-0.06,+0.22,+0.83,+1.39,+1.44,+1.19,2026-06-08,+3.41,+2.59,+2.80,+4.33,+0.41,Casdocument.aspx?documentid=620821004,Casdocument.aspx?documentid=653262312,Casdocument.aspx?documentid=656833881,Casdocument.aspx?documentid=613836219,,Casdocument.aspx?documentid=576483226,Casdocument.aspx?documentid=606784461,Casdocument.aspx?documentid=658047359,FundDocuments.aspx?query=all&fund=007148,https://danjuanfunds.com/funding/007148
007291,汇丰晋信港股通双核策略混合型证券投资基金（暂停申购）,汇丰晋信港股通双核策略混合型证券投资基金,suspended,Overview.aspx?code=007291,Mainland Securities Fund,5,1.357,2026-06-08,-3.56,-17.30,-21.84,-23.45,-3.21,-24.59,2026-06-08,-14.02,-22.91,-16.01,+27.01,+55.08,Casdocument.aspx?documentid=599595315,Casdocument.aspx?documentid=653229156,Casdocument.aspx?documentid=656921200,Casdocument.aspx?documentid=613820491,,Casdocument.aspx?documentid=558523300,Casdocument.aspx?documentid=599610644,Casdocument.aspx?documentid=658036042,FundDocuments.aspx?query=all&fund=007291,https://danjuanfunds.com/funding/007291
007329,摩根瑞益纯债债券型证券投资基金A类,摩根瑞益纯债债券型证券投资基金A类,,Overview.aspx?code=007329,Mainland Securities Fund,3,1.1599,2026-06-08,-0.02,+0.35,+0.99,+1.55,+2.49,+1.41,2026-06-08,+3.77,+2.68,+2.80,+3.07,+1.92,Casdocument.aspx?documentid=633907997,Casdocument.aspx?documentid=653344795,Casdocument.aspx?documentid=656883042,Casdocument.aspx?documentid=613810161,,Casdocument.aspx?documentid=512922694,Casdocument.aspx?documentid=633921370,Casdocument.aspx?documentid=658037059,FundDocuments.aspx?query=all&fund=007329,https://danjuanfunds.com/funding/007329
007330,摩根瑞益纯债债券型证券投资基金C类,摩根瑞益纯债债券型证券投资基金C类,,Overview.aspx?code=007330,Mainland Securities Fund,3,1.1502,2026-06-08,-0.02,+0.33,+0.97,+1.51,+2.39,+1.37,2026-06-08,+3.64,+2.56,+2.73,+2.99,+1.82,Casdocument.aspx?documentid=633907997,Casdocument.aspx?documentid=653344795,Casdocument.aspx?documentid=656883042,Casdocument.aspx?documentid=613810161,,Casdocument.aspx?documentid=512922694,Casdocument.aspx?documentid=633920948,Casdocument.aspx?documentid=658037059,FundDocuments.aspx?query=all&fund=007330,https://danjuanfunds.com/funding/007330
007339,[仅电子渠道]易方达沪深300交易型开放式指数发起式证券投资基金联接基金C类,易方达沪深300交易型开放式指数发起式证券投资基金联接基金C类,online_only,Overview.aspx?code=007339,Mainland Securities Fund,3,1.8763,2026-06-08,-2.03,-2.89,+1.49,+2.59,+23.49,+2.27,2026-06-08,-2.62,-19.12,-8.87,+16.16,+19.53,Casdocument.aspx?documentid=643243686,Casdocument.aspx?documentid=653265845,Casdocument.aspx?documentid=656817243,Casdocument.aspx?documentid=614558172,,Casdocument.aspx?documentid=576497897,Casdocument.aspx?documentid=661276413,Casdocument.aspx?documentid=658034808,FundDocuments.aspx?query=all&fund=007339,https://danjuanfunds.com/funding/007339
007343,[仅电子渠道]嘉实科技创新混合型证券投资基金,嘉实科技创新混合型证券投资基金,online_only,Overview.aspx?code=007343,Mainland Securities Fund,5,5.0676,2026-06-08,-2.90,+10.65,+35.56,+49.89,+88.72,+49.57,2026-06-08,+11.15,-23.60,-4.55,+22.71,+47.73,Casdocument.aspx?documentid=656307195,Casdocument.aspx?documentid=652986075,Casdocument.aspx?documentid=656941103,Casdocument.aspx?documentid=613839530,,Casdocument.aspx?documentid=456485877,Casdocument.aspx?documentid=598613869,Casdocument.aspx?documentid=658034456,FundDocuments.aspx?query=all&fund=007343,https://danjuanfunds.com/funding/007343
007455,[仅电子渠道]富国蓝筹精选股票型证券投资基金(QDII)人民币,富国蓝筹精选股票型证券投资基金人民币,"online_only,qdii",Overview.aspx?code=007455,Mainland Securities Fund,4,3.1452,2026-06-05,-2.70,-4.34,-6.30,-2.68,+19.87,-0.25,2026-06-05,-4.60,-17.94,-7.74,+15.72,+64.21,Casdocument.aspx?documentid=661819921,Casdocument.aspx?documentid=653239737,Casdocument.aspx?documentid=656894916,Casdocument.aspx?documentid=614534802,,Casdocument.aspx?documentid=567013615,Casdocument.aspx?documentid=661819884,Casdocument.aspx?documentid=379358111,FundDocuments.aspx?query=all&fund=007455,https://danjuanfunds.com/funding/007455
007485,[仅电子渠道]博时中债3-5年国开行债券指数证券投资基金A类,博时中债3-5年国开行债券指数证券投资基金A类,online_only,Overview.aspx?code=007485,Mainland Securities Fund,2,1.0471,2026-06-08,-0.05,+0.41,+1.10,+1.92,+2.03,+1.71,2026-06-08,+4.78,+3.05,+3.70,+6.46,+0.61,Casdocument.aspx?documentid=620812426,Casdocument.aspx?documentid=653242574,Casdocument.aspx?documentid=656836463,Casdocument.aspx?documentid=613836307,,Casdocument.aspx?documentid=576483127,Casdocument.aspx?documentid=606784474,Casdocument.aspx?documentid=658050813,FundDocuments.aspx?query=all&fund=007485,https://danjuanfunds.com/funding/007485
007486,[仅电子渠道]博时中债3-5年国开行债券指数证券投资基金C类,博时中债3-5年国开行债券指数证券投资基金C类,online_only,Overview.aspx?code=007486,Mainland Securities Fund,2,1.046,2026-06-08,-0.04,+0.41,+1.08,+1.88,+1.92,+1.66,2026-06-08,+4.68,+3.01,+3.64,+6.37,+0.51,Casdocument.aspx?documentid=620812426,Casdocument.aspx?documentid=653242574,Casdocument.aspx?documentid=656836463,Casdocument.aspx?documentid=613836307,,Casdocument.aspx?documentid=576483127,Casdocument.aspx?documentid=606784460,Casdocument.aspx?documentid=658050813,FundDocuments.aspx?query=all&fund=007486,https://danjuanfunds.com/funding/007486
007562,[仅电子渠道]景顺长城景泰纯利债券型证券投资基金A类,景顺长城景泰纯利债券型证券投资基金A类,online_only,Overview.aspx?code=007562,Mainland Securities Fund,3,1.2073,2026-06-08,-0.03,-0.08,+0.60,+2.07,+3.21,+1.76,2026-06-08,+9.48,+2.54,+4.50,+6.35,+2.95,Casdocument.aspx?documentid=662234531,Casdocument.aspx?documentid=652388280,Casdocument.aspx?documentid=656836261,Casdocument.aspx?documentid=613828480,,Casdocument.aspx?documentid=427523540,Casdocument.aspx?documentid=662234942,Casdocument.aspx?documentid=658034451,FundDocuments.aspx?query=all&fund=007562,https://danjuanfunds.com/funding/007562
007605,[仅电子渠道]嘉实沪深300红利低波动交易型开放式指数证券投资基金联接基金A类,嘉实沪深300红利低波动交易型开放式指数证券投资基金联接基金A类,online_only,Overview.aspx?code=007605,Mainland Securities Fund,4,1.2417,2026-06-08,+0.15,-1.57,-4.17,-1.75,-2.76,-0.86,2026-06-08,+8.98,-2.05,+13.20,+25.48,-1.95,Casdocument.aspx?documentid=614234129,Casdocument.aspx?documentid=652986857,Casdocument.aspx?documentid=656940999,Casdocument.aspx?documentid=613839618,,Casdocument.aspx?documentid=554888958,Casdocument.aspx?documentid=594987459,Casdocument.aspx?documentid=259711051,FundDocuments.aspx?query=all&fund=007605,https://danjuanfunds.com/funding/007605
007606,[仅电子渠道]嘉实沪深300红利低波动交易型开放式指数证券投资基金联接基金C类,嘉实沪深300红利低波动交易型开放式指数证券投资基金联接基金C类,online_only,Overview.aspx?code=007606,Mainland Securities Fund,4,1.2311,2026-06-08,+0.15,-1.61,-4.27,-1.95,-3.15,-1.04,2026-06-08,+8.55,-2.44,+12.75,+24.98,-2.35,Casdocument.aspx?documentid=614234129,Casdocument.aspx?documentid=652986857,Casdocument.aspx?documentid=656940999,Casdocument.aspx?documentid=613839618,,Casdocument.aspx?documentid=554888958,Casdocument.aspx?documentid=594987445,Casdocument.aspx?documentid=259711051,FundDocuments.aspx?query=all&fund=007606,https://danjuanfunds.com/funding/007606
007717,[仅电子渠道]工银瑞信尊享短债债券型证券投资基金F类,工银瑞信尊享短债债券型证券投资基金F类,online_only,Overview.aspx?code=007717,Mainland Securities Fund,2,1.1215,2026-06-08,+0.01,+0.15,+0.63,+1.09,+1.63,+0.94,2026-06-08,+3.16,+1.86,+3.05,+2.94,+1.24,Casdocument.aspx?documentid=632928784,Casdocument.aspx?documentid=653198775,Casdocument.aspx?documentid=656807300,Casdocument.aspx?documentid=613823577,,Casdocument.aspx?documentid=511042459,Casdocument.aspx?documentid=632963136,Casdocument.aspx?documentid=658048597,FundDocuments.aspx?query=all&fund=007717,https://danjuanfunds.com/funding/007717
007729,[仅电子渠道]招商普盛全球配置证券投资基金(QDII)人民币A类,招商普盛全球配置证券投资基金人民币A类,"online_only,qdii",Overview.aspx?code=007729,Mainland Securities Fund,4,1.3786,2026-06-05,-2.52,+1.59,+2.81,+2.22,+6.37,+2.90,2026-06-05,+0.69,-4.26,+6.53,+4.95,+5.66,Casdocument.aspx?documentid=640964397,Casdocument.aspx?documentid=653198806,Casdocument.aspx?documentid=656856163,Casdocument.aspx?documentid=613793496,,Casdocument.aspx?documentid=612232179,Casdocument.aspx?documentid=641131071,Casdocument.aspx?documentid=658045818,FundDocuments.aspx?query=all&fund=007729,https://danjuanfunds.com/funding/007729
007796,博时中证央企创新驱动ETF联接A,博时中证央企创新驱动ETF联接A,,Overview.aspx?code=007796,Mainland Securities Fund,4,1.7264,2026-06-08,-2.47,-6.50,-8.55,+4.71,+14.76,+2.79,2026-06-08,+24.78,-12.39,+7.40,+18.94,+6.76,Casdocument.aspx?documentid=620825753,Casdocument.aspx?documentid=653245640,Casdocument.aspx?documentid=656836092,Casdocument.aspx?documentid=613852580,,Casdocument.aspx?documentid=473628043,Casdocument.aspx?documentid=599322034,Casdocument.aspx?documentid=658049587,FundDocuments.aspx?query=all&fund=007796,https://danjuanfunds.com/funding/007796
007797,博时中证央企创新驱动ETF联接C,博时中证央企创新驱动ETF联接C,,Overview.aspx?code=007797,Mainland Securities Fund,4,1.6817,2026-06-08,-2.47,-6.53,-8.64,+4.50,+14.29,+2.61,2026-06-08,+24.29,-12.74,+6.97,+18.46,+6.34,Casdocument.aspx?documentid=620825753,Casdocument.aspx?documentid=653245640,Casdocument.aspx?documentid=656836092,Casdocument.aspx?documentid=613852580,,Casdocument.aspx?documentid=473628043,Casdocument.aspx?documentid=599322013,Casdocument.aspx?documentid=658049587,FundDocuments.aspx?query=all&fund=007797,https://danjuanfunds.com/funding/007797
007856,[仅电子渠道]易方达中证800交易型开放式指数证券投资基金发起式联接基金A类,易方达中证800交易型开放式指数证券投资基金发起式联接基金A类,online_only,Overview.aspx?code=007856,Mainland Securities Fund,3,1.6829,2026-06-08,-2.38,-4.20,+0.48,+6.32,+30.14,+4.70,2026-06-08,+1.44,-19.78,-6.87,+15.84,+24.71,Casdocument.aspx?documentid=648224260,Casdocument.aspx?documentid=653282660,Casdocument.aspx?documentid=656813233,Casdocument.aspx?documentid=614561701,,Casdocument.aspx?documentid=576495953,Casdocument.aspx?documentid=661289953,Casdocument.aspx?documentid=658036829,FundDocuments.aspx?query=all&fund=007856,https://danjuanfunds.com/funding/007856
007857,[仅电子渠道]易方达中证800交易型开放式指数证券投资基金发起式联接基金C类,易方达中证800交易型开放式指数证券投资基金发起式联接基金C类,online_only,Overview.aspx?code=007857,Mainland Securities Fund,3,1.6716,2026-06-08,-2.39,-4.21,+0.46,+6.27,+30.01,+4.65,2026-06-08,+1.34,-19.87,-6.96,+15.73,+24.57,Casdocument.aspx?documentid=648224260,Casdocument.aspx?documentid=653282660,Casdocument.aspx?documentid=656813233,Casdocument.aspx?documentid=614561701,,Casdocument.aspx?documentid=576495953,Casdocument.aspx?documentid=661289949,Casdocument.aspx?documentid=658036829,FundDocuments.aspx?query=all&fund=007857,https://danjuanfunds.com/funding/007857
007950,[仅电子渠道]招商量化精选股票型发起式证券投资基金C类,招商量化精选股票型发起式证券投资基金C类,online_only,Overview.aspx?code=007950,Mainland Securities Fund,4,3.3181,2026-06-08,-3.30,-8.97,-9.64,-0.55,+23.56,-3.65,2026-06-08,+27.71,-1.65,+9.14,+14.58,+40.64,Casdocument.aspx?documentid=650248366,Casdocument.aspx?documentid=653210634,Casdocument.aspx?documentid=656855232,Casdocument.aspx?documentid=613778677,,Casdocument.aspx?documentid=456417984,Casdocument.aspx?documentid=650248665,Casdocument.aspx?documentid=658045563,FundDocuments.aspx?query=all&fund=007950,https://danjuanfunds.com/funding/007950
007951,[仅电子渠道]招商信用增强债券型证券投资基金C类,招商信用增强债券型证券投资基金C类,online_only,Overview.aspx?code=007951,Mainland Securities Fund,3,1.0699,2026-06-08,-0.40,-1.81,-1.36,+2.09,+5.37,+1.43,2026-06-08,+5.59,-0.60,+3.26,+6.27,+6.59,Casdocument.aspx?documentid=603967587,Casdocument.aspx?documentid=653329913,Casdocument.aspx?documentid=656806434,Casdocument.aspx?documentid=613784073,,Casdocument.aspx?documentid=586031512,Casdocument.aspx?documentid=604088453,Casdocument.aspx?documentid=658048735,FundDocuments.aspx?query=all&fund=007951,https://danjuanfunds.com/funding/007951
007994,[仅电子渠道]华夏中证500指数增强型证券投资基金A类,华夏中证500指数增强型证券投资基金A类,online_only,Overview.aspx?code=007994,Mainland Securities Fund,4,2.5548,2026-06-08,-2.85,-5.23,-3.90,+8.96,+33.51,+5.52,2026-06-08,+30.07,-10.41,+3.18,+9.53,+31.23,Casdocument.aspx?documentid=663024945,Casdocument.aspx?documentid=653243688,Casdocument.aspx?documentid=656852084,Casdocument.aspx?documentid=614251264,,Casdocument.aspx?documentid=576487605,Casdocument.aspx?documentid=663037784,Casdocument.aspx?documentid=267413260,FundDocuments.aspx?query=all&fund=007994,https://danjuanfunds.com/funding/007994
007995,[仅电子渠道]华夏中证500指数增强型证券投资基金C类,华夏中证500指数增强型证券投资基金C类,online_only,Overview.aspx?code=007995,Mainland Securities Fund,4,2.4925,2026-06-08,-2.85,-5.26,-4.00,+8.74,+32.98,+5.33,2026-06-08,+29.56,-10.76,+2.77,+9.09,+30.71,Casdocument.aspx?documentid=663024945,Casdocument.aspx?documentid=653243688,Casdocument.aspx?documentid=656852084,Casdocument.aspx?documentid=614251264,,Casdocument.aspx?documentid=576487605,Casdocument.aspx?documentid=663038368,Casdocument.aspx?documentid=267413260,FundDocuments.aspx?query=all&fund=007995,https://danjuanfunds.com/funding/007995
008072,景顺长城创业板综指增强型证券投资基金A类,景顺长城创业板综指增强型证券投资基金A类,,Overview.aspx?code=008072,Mainland Securities Fund,4,2.5013,2026-06-08,-3.79,-4.90,+5.85,+15.51,+60.28,+13.63,2026-06-08,+30.63,-26.78,-3.13,+16.46,+54.75,Casdocument.aspx?documentid=633145806,Casdocument.aspx?documentid=652388503,Casdocument.aspx?documentid=656836194,Casdocument.aspx?documentid=613828007,,Casdocument.aspx?documentid=576455117,Casdocument.aspx?documentid=633259746,Casdocument.aspx?documentid=270436561,FundDocuments.aspx?query=all&fund=008072,https://danjuanfunds.com/funding/008072
