fund_code,fund_name,fund_name_clean,fund_status,fund_detail_url,fund_domicile,risk_level,nav,nav_date,perf_1d_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,perf_ytd_pct,annual_return_date,annual_return_2021_pct,annual_return_2022_pct,annual_return_2023_pct,annual_return_2024_pct,annual_return_2025_pct,doc_prospectus,doc_annual_report,doc_quarterly_report,doc_semi_annual_report,doc_monthly_report,doc_fund_contract,doc_product_summary,doc_offering_announcement,doc_all_announcements,xueqiu_link
018345,[仅电子渠道]华夏中证机器人交易型开放式指数证券投资基金发起式联接基金C类,华夏中证机器人交易型开放式指数证券投资基金发起式联接基金C类,online_only,Overview.aspx?code=018345,Mainland Securities Fund,5,1.3873,2026-06-08,+0.42,+3.51,+12.84,+17.53,+35.92,+13.42,2026-06-08,,,,+3.87,+28.44,Casdocument.aspx?documentid=663030537,Casdocument.aspx?documentid=653238266,Casdocument.aspx?documentid=656856190,Casdocument.aspx?documentid=614245821,,Casdocument.aspx?documentid=443579158,Casdocument.aspx?documentid=663040030,Casdocument.aspx?documentid=443579305,FundDocuments.aspx?query=all&fund=018345,https://danjuanfunds.com/funding/018345
018728,华夏智胜新锐股票型证券投资基金A类,华夏智胜新锐股票型证券投资基金A类,,Overview.aspx?code=018728,Mainland Securities Fund,4,1.5729,2026-06-08,-3.21,-7.15,-2.66,+7.95,+33.77,+6.59,2026-06-08,,,,+4.50,+43.43,Casdocument.aspx?documentid=663030939,Casdocument.aspx?documentid=653238862,Casdocument.aspx?documentid=656855887,Casdocument.aspx?documentid=614245823,,Casdocument.aspx?documentid=452963908,Casdocument.aspx?documentid=663039096,Casdocument.aspx?documentid=453446320,FundDocuments.aspx?query=all&fund=018728,https://danjuanfunds.com/funding/018728
018729,华夏智胜新锐股票型证券投资基金C类,华夏智胜新锐股票型证券投资基金C类,,Overview.aspx?code=018729,Mainland Securities Fund,4,1.5546,2026-06-08,-3.22,-7.18,-2.76,+7.74,+33.22,+6.39,2026-06-08,,,,+4.08,+42.86,Casdocument.aspx?documentid=663030939,Casdocument.aspx?documentid=653238862,Casdocument.aspx?documentid=656855887,Casdocument.aspx?documentid=614245823,,Casdocument.aspx?documentid=452963908,Casdocument.aspx?documentid=663039143,Casdocument.aspx?documentid=453446320,FundDocuments.aspx?query=all&fund=018729,https://danjuanfunds.com/funding/018729
019017,汇丰晋信中证同业存单AAA指数7天持有期证券投资基金,汇丰晋信中证同业存单AAA指数7天持有期证券投资基金,,Overview.aspx?code=019017,Mainland Securities Fund,2,1.0383,2026-06-08,+0.01,+0.07,+0.27,+0.57,+1.15,+0.48,2026-06-08,,,,+2.02,+1.17,Casdocument.aspx?documentid=599595420,Casdocument.aspx?documentid=653244679,Casdocument.aspx?documentid=656918146,Casdocument.aspx?documentid=613824720,,Casdocument.aspx?documentid=476561253,Casdocument.aspx?documentid=599607590,Casdocument.aspx?documentid=476579005,FundDocuments.aspx?query=all&fund=019017,https://danjuanfunds.com/funding/019017
019018,[仅电子渠道]易方达信息产业混合型证券投资基金C类,易方达信息产业混合型证券投资基金C类,online_only,Overview.aspx?code=019018,Mainland Securities Fund,5,8.456,2026-06-08,-2.25,+11.66,+50.77,+62.30,+238.78,+58.05,2026-06-08,,,,+24.27,+106.96,Casdocument.aspx?documentid=663320365,Casdocument.aspx?documentid=653284790,Casdocument.aspx?documentid=656813272,Casdocument.aspx?documentid=614567652,,Casdocument.aspx?documentid=658440313,Casdocument.aspx?documentid=663319670,Casdocument.aspx?documentid=658041896,FundDocuments.aspx?query=all&fund=019018,https://danjuanfunds.com/funding/019018
019026,[仅电子渠道]易方达金融行业股票型发起式证券投资基金C类,易方达金融行业股票型发起式证券投资基金C类,online_only,Overview.aspx?code=019026,Mainland Securities Fund,4,1.5147,2026-06-08,-0.94,-2.92,-2.41,-8.16,+5.19,-9.52,2026-06-08,,,,+28.88,+29.39,Casdocument.aspx?documentid=620162825,Casdocument.aspx?documentid=653284131,Casdocument.aspx?documentid=656808041,Casdocument.aspx?documentid=614561451,,Casdocument.aspx?documentid=473399445,Casdocument.aspx?documentid=661289106,Casdocument.aspx?documentid=269991915,FundDocuments.aspx?query=all&fund=019026,https://danjuanfunds.com/funding/019026
019035,[仅电子渠道]易方达全球医药行业混合型发起式证券投资基金(QDII)人民币C类,易方达全球医药行业混合型发起式证券投资基金人民币C类,"online_only,qdii",Overview.aspx?code=019035,Mainland Securities Fund,5,1.0628,2026-06-05,-1.63,-19.70,-8.62,-21.26,+0.85,-13.19,2026-06-05,,,,-15.78,+71.64,Casdocument.aspx?documentid=663320392,Casdocument.aspx?documentid=653266547,Casdocument.aspx?documentid=656813247,Casdocument.aspx?documentid=614556669,,Casdocument.aspx?documentid=658440444,Casdocument.aspx?documentid=663320048,Casdocument.aspx?documentid=259711097,FundDocuments.aspx?query=all&fund=019035,https://danjuanfunds.com/funding/019035
019102,[仅电子渠道]景顺长城恒生消费交易型开放式指数证券投资基金发起式联接基金(QDII)A类,景顺长城恒生消费交易型开放式指数证券投资基金发起式联接基金A类,"online_only,qdii",Overview.aspx?code=019102,Mainland Securities Fund,5,0.9628,2026-06-08,-0.43,-6.59,-12.81,-11.98,-13.14,-9.69,2026-06-08,,,,+10.44,+3.23,Casdocument.aspx?documentid=662234404,Casdocument.aspx?documentid=652388520,Casdocument.aspx?documentid=656837287,Casdocument.aspx?documentid=613831641,,Casdocument.aspx?documentid=471071886,Casdocument.aspx?documentid=662234921,Casdocument.aspx?documentid=470618851,FundDocuments.aspx?query=all&fund=019102,https://danjuanfunds.com/funding/019102
019103,[仅电子渠道]景顺长城恒生消费交易型开放式指数证券投资基金发起式联接基金(QDII)C类,景顺长城恒生消费交易型开放式指数证券投资基金发起式联接基金C类,"online_only,qdii",Overview.aspx?code=019103,Mainland Securities Fund,5,0.9565,2026-06-08,-0.44,-6.61,-12.87,-12.09,-13.35,-9.79,2026-06-08,,,,+10.15,+2.98,Casdocument.aspx?documentid=662234404,Casdocument.aspx?documentid=652388520,Casdocument.aspx?documentid=656837287,Casdocument.aspx?documentid=613831641,,Casdocument.aspx?documentid=471071886,Casdocument.aspx?documentid=662234921,Casdocument.aspx?documentid=470618851,FundDocuments.aspx?query=all&fund=019103,https://danjuanfunds.com/funding/019103
019230,广发全球稳健配置混合型证券投资基金（QDII）A类人民币基金份额,广发全球稳健配置混合型证券投资基金A类人民币基金份额,qdii,Overview.aspx?code=019230,Mainland Securities Fund,3,1.1974,2026-06-05,-1.20,+8.10,+17.73,+16.67,+21.54,+18.09,2026-06-05,,,,,+2.04,Casdocument.aspx?documentid=655424945,Casdocument.aspx?documentid=652935336,Casdocument.aspx?documentid=656822121,Casdocument.aspx?documentid=614244674,,Casdocument.aspx?documentid=492215941,Casdocument.aspx?documentid=655426056,Casdocument.aspx?documentid=492215981,FundDocuments.aspx?query=all&fund=019230,https://danjuanfunds.com/funding/019230
019231,广发全球稳健配置混合型证券投资基金（QDII）C类人民币基金份额,广发全球稳健配置混合型证券投资基金C类人民币基金份额,qdii,Overview.aspx?code=019231,Mainland Securities Fund,3,1.1855,2026-06-05,-1.20,+8.07,+17.61,+16.41,+20.96,+17.87,2026-06-05,,,,,+1.54,Casdocument.aspx?documentid=655424945,Casdocument.aspx?documentid=652935336,Casdocument.aspx?documentid=656822121,Casdocument.aspx?documentid=614244674,,Casdocument.aspx?documentid=492215941,Casdocument.aspx?documentid=655426054,Casdocument.aspx?documentid=492215981,FundDocuments.aspx?query=all&fund=019231,https://danjuanfunds.com/funding/019231
019239,景顺长城创业板综指增强型证券投资基金C类,景顺长城创业板综指增强型证券投资基金C类,,Overview.aspx?code=019239,Mainland Securities Fund,4,2.473,2026-06-08,-3.79,-4.93,+5.74,+15.28,+59.63,+13.44,2026-06-08,,,,+16.01,+54.13,Casdocument.aspx?documentid=633145806,Casdocument.aspx?documentid=652388503,Casdocument.aspx?documentid=656836194,Casdocument.aspx?documentid=613828007,,Casdocument.aspx?documentid=576455117,Casdocument.aspx?documentid=633259746,Casdocument.aspx?documentid=270436561,FundDocuments.aspx?query=all&fund=019239,https://danjuanfunds.com/funding/019239
019512,摩根全球多元配置证券投资基金(QDII-FOF)C类,摩根全球多元配置证券投资基金C类,qdii,Overview.aspx?code=019512,Mainland Securities Fund,3,1.8658,2026-06-05,-0.73,+1.72,+2.90,+1.57,+8.27,+2.12,2026-06-05,,,,+10.22,+7.71,Casdocument.aspx?documentid=620832959,Casdocument.aspx?documentid=653344772,Casdocument.aspx?documentid=656854717,Casdocument.aspx?documentid=613810311,,Casdocument.aspx?documentid=577417677,Casdocument.aspx?documentid=620812562,Casdocument.aspx?documentid=658037015,FundDocuments.aspx?query=all&fund=019512,https://danjuanfunds.com/funding/019512
019910,[仅电子渠道]博时上证自然资源交易型开放式指数证券投资基金联接基金C类,博时上证自然资源交易型开放式指数证券投资基金联接基金C类,online_only,Overview.aspx?code=019910,Mainland Securities Fund,4,1.8339,2026-06-08,-2.65,-8.36,-13.42,+9.17,+53.05,+5.06,2026-06-08,,,,+11.74,+47.25,Casdocument.aspx?documentid=620812174,Casdocument.aspx?documentid=653256254,Casdocument.aspx?documentid=656834976,Casdocument.aspx?documentid=613850788,,Casdocument.aspx?documentid=476561733,Casdocument.aspx?documentid=599320703,,FundDocuments.aspx?query=all&fund=019910,https://danjuanfunds.com/funding/019910
019916,[仅电子渠道]富国医药创新股票型证券投资基金A类,富国医药创新股票型证券投资基金A类,online_only,Overview.aspx?code=019916,Mainland Securities Fund,5,1.3599,2026-06-08,-2.50,-18.97,-15.99,-26.34,-11.61,-18.90,2026-06-08,,,,,+67.70,Casdocument.aspx?documentid=651991351,Casdocument.aspx?documentid=653243584,Casdocument.aspx?documentid=656909046,Casdocument.aspx?documentid=614540042,,Casdocument.aspx?documentid=492666348,Casdocument.aspx?documentid=651990734,Casdocument.aspx?documentid=492703792,FundDocuments.aspx?query=all&fund=019916,https://danjuanfunds.com/funding/019916
019917,[仅电子渠道]富国医药创新股票型证券投资基金C类,富国医药创新股票型证券投资基金C类,online_only,Overview.aspx?code=019917,Mainland Securities Fund,5,1.3407,2026-06-08,-2.49,-19.01,-16.12,-26.55,-12.14,-19.10,2026-06-08,,,,,+66.68,Casdocument.aspx?documentid=651991351,Casdocument.aspx?documentid=653243584,Casdocument.aspx?documentid=656909046,Casdocument.aspx?documentid=614540042,,Casdocument.aspx?documentid=492666348,Casdocument.aspx?documentid=651990778,Casdocument.aspx?documentid=492703792,FundDocuments.aspx?query=all&fund=019917,https://danjuanfunds.com/funding/019917
019918,[仅电子渠道]招商中证2000指数增强型证券投资基金A类,招商中证2000指数增强型证券投资基金A类,online_only,Overview.aspx?code=019918,Mainland Securities Fund,4,1.9319,2026-06-08,-3.47,-6.71,+2.32,+13.78,+41.72,+12.28,2026-06-08,,,,,+49.10,Casdocument.aspx?documentid=638497662,Casdocument.aspx?documentid=653326197,Casdocument.aspx?documentid=656870526,Casdocument.aspx?documentid=613776115,,Casdocument.aspx?documentid=478997777,Casdocument.aspx?documentid=638497798,Casdocument.aspx?documentid=478954530,FundDocuments.aspx?query=all&fund=019918,https://danjuanfunds.com/funding/019918
019919,[仅电子渠道]招商中证2000指数增强型证券投资基金C类,招商中证2000指数增强型证券投资基金C类,online_only,Overview.aspx?code=019919,Mainland Securities Fund,4,1.918,2026-06-08,-3.47,-6.73,+2.24,+13.61,+41.29,+12.13,2026-06-08,,,,,+48.65,Casdocument.aspx?documentid=638497662,Casdocument.aspx?documentid=653326197,Casdocument.aspx?documentid=656870526,Casdocument.aspx?documentid=613776115,,Casdocument.aspx?documentid=478997777,Casdocument.aspx?documentid=638497826,Casdocument.aspx?documentid=478954530,FundDocuments.aspx?query=all&fund=019919,https://danjuanfunds.com/funding/019919
019967,[仅电子渠道]工银瑞信如意货币市场基金C类,工银瑞信如意货币市场基金C类,online_only,Overview.aspx?code=019967,Mainland Securities Fund,2,1.00,2026-06-08,+0.00,+0.11,+0.33,+0.68,+1.41,+0.59,2026-06-08,,,,+1.99,+1.51,Casdocument.aspx?documentid=619893589,Casdocument.aspx?documentid=653185850,Casdocument.aspx?documentid=656807525,Casdocument.aspx?documentid=613824657,,Casdocument.aspx?documentid=619894474,Casdocument.aspx?documentid=595288846,Casdocument.aspx?documentid=379441821,FundDocuments.aspx?query=all&fund=019967,https://danjuanfunds.com/funding/019967
020011,[仅电子渠道]国泰沪深300指数证券投资基金A类,国泰沪深300指数证券投资基金A类,online_only,Overview.aspx?code=020011,Mainland Securities Fund,4,1.1068,2026-06-08,-1.99,-2.73,+1.90,+3.25,+24.73,+2.69,2026-06-08,-1.14,-17.75,-8.43,+17.06,+20.52,Casdocument.aspx?documentid=620826961,Casdocument.aspx?documentid=652948405,Casdocument.aspx?documentid=656940972,Casdocument.aspx?documentid=614261570,,Casdocument.aspx?documentid=576480804,Casdocument.aspx?documentid=620812409,Casdocument.aspx?documentid=5984644,FundDocuments.aspx?query=all&fund=020011,https://danjuanfunds.com/funding/020011
020238,博时锦源利率债债券型证券投资基金A类,博时锦源利率债债券型证券投资基金A类,,Overview.aspx?code=020238,Mainland Securities Fund,3,1.0338,2026-06-08,-0.05,+0.48,+1.02,+1.94,+0.55,+1.68,2026-06-08,,,,+8.38,-0.88,Casdocument.aspx?documentid=620812416,Casdocument.aspx?documentid=653263644,Casdocument.aspx?documentid=656836623,Casdocument.aspx?documentid=613846742,,Casdocument.aspx?documentid=481734677,Casdocument.aspx?documentid=599322957,Casdocument.aspx?documentid=481453657,FundDocuments.aspx?query=all&fund=020238,https://danjuanfunds.com/funding/020238
020239,博时锦源利率债债券型证券投资基金C类,博时锦源利率债债券型证券投资基金C类,,Overview.aspx?code=020239,Mainland Securities Fund,3,1.0319,2026-06-08,-0.05,+0.46,+0.96,+1.84,+0.34,+1.58,2026-06-08,,,,+8.15,-1.06,Casdocument.aspx?documentid=620812416,Casdocument.aspx?documentid=653263644,Casdocument.aspx?documentid=656836623,Casdocument.aspx?documentid=613846742,,Casdocument.aspx?documentid=481734677,Casdocument.aspx?documentid=599320748,Casdocument.aspx?documentid=481453657,FundDocuments.aspx?query=all&fund=020239,https://danjuanfunds.com/funding/020239
020291,[仅电子渠道]华夏上证科创板100交易型开放式指数证券投资基金联接基金A类,华夏上证科创板100交易型开放式指数证券投资基金联接基金A类,online_only,Overview.aspx?code=020291,Mainland Securities Fund,5,2.0512,2026-06-08,-2.08,-0.38,+15.13,+29.63,+73.57,+24.48,2026-06-08,,,,,+52.86,Casdocument.aspx?documentid=663030247,Casdocument.aspx?documentid=653217889,Casdocument.aspx?documentid=656856801,Casdocument.aspx?documentid=614245415,,Casdocument.aspx?documentid=542925891,Casdocument.aspx?documentid=663037727,Casdocument.aspx?documentid=484249023,FundDocuments.aspx?query=all&fund=020291,https://danjuanfunds.com/funding/020291
020292,[仅电子渠道]华夏上证科创板100交易型开放式指数证券投资基金联接基金C类,华夏上证科创板100交易型开放式指数证券投资基金联接基金C类,online_only,Overview.aspx?code=020292,Mainland Securities Fund,5,2.0415,2026-06-08,-2.08,-0.40,+15.07,+29.50,+73.21,+24.38,2026-06-08,,,,,+52.55,Casdocument.aspx?documentid=663030247,Casdocument.aspx?documentid=653217889,Casdocument.aspx?documentid=656856801,Casdocument.aspx?documentid=614245415,,Casdocument.aspx?documentid=542925891,Casdocument.aspx?documentid=663038431,Casdocument.aspx?documentid=484249023,FundDocuments.aspx?query=all&fund=020292,https://danjuanfunds.com/funding/020292
020364,博时卓越成长混合型证券投资基金A类（暂停申购）,博时卓越成长混合型证券投资基金A类,suspended,Overview.aspx?code=020364,Mainland Securities Fund,4,1.2488,2026-06-08,-2.22,-7.51,-8.70,-3.82,+4.99,-5.50,2026-06-08,,,,,+15.51,Casdocument.aspx?documentid=651184708,Casdocument.aspx?documentid=653255497,Casdocument.aspx?documentid=656833512,Casdocument.aspx?documentid=613854231,,Casdocument.aspx?documentid=651185253,Casdocument.aspx?documentid=651185012,Casdocument.aspx?documentid=483752217,FundDocuments.aspx?query=all&fund=020364,https://danjuanfunds.com/funding/020364
020365,博时卓越成长混合型证券投资基金C类（暂停申购）,博时卓越成长混合型证券投资基金C类,suspended,Overview.aspx?code=020365,Mainland Securities Fund,4,1.2331,2026-06-08,-2.21,-7.56,-8.84,-3.96,+4.52,-5.60,2026-06-08,,,,,+14.81,Casdocument.aspx?documentid=651184708,Casdocument.aspx?documentid=653255497,Casdocument.aspx?documentid=656833512,Casdocument.aspx?documentid=613854231,,Casdocument.aspx?documentid=651185253,Casdocument.aspx?documentid=651184999,Casdocument.aspx?documentid=483752217,FundDocuments.aspx?query=all&fund=020365,https://danjuanfunds.com/funding/020365
020512,摩根海外稳健配置混合型证券投资基金(QDII-FOF)人民币C类,摩根海外稳健配置混合型证券投资基金人民币C类,qdii,Overview.aspx?code=020512,Mainland Securities Fund,3,1.051,2026-06-05,-0.10,-0.56,-1.08,-2.90,-2.75,-2.52,2026-06-05,,,,,+0.96,Casdocument.aspx?documentid=595921149,Casdocument.aspx?documentid=653191352,Casdocument.aspx?documentid=656854693,Casdocument.aspx?documentid=613802122,,Casdocument.aspx?documentid=487203446,Casdocument.aspx?documentid=595960967,Casdocument.aspx?documentid=443585818,FundDocuments.aspx?query=all&fund=020512,https://danjuanfunds.com/funding/020512
020750,[仅电子渠道]工银瑞信上证科创板50成份交易型开放式指数证券投资基金联接基金E类,工银瑞信上证科创板50成份交易型开放式指数证券投资基金联接基金E类,online_only,Overview.aspx?code=020750,Mainland Securities Fund,5,1.2437,2026-06-08,-4.06,-2.54,+12.24,+17.54,+57.13,+17.75,2026-06-08,,,,,+34.29,Casdocument.aspx?documentid=632928794,Casdocument.aspx?documentid=653200183,Casdocument.aspx?documentid=656806640,Casdocument.aspx?documentid=613817668,,Casdocument.aspx?documentid=554675002,Casdocument.aspx?documentid=632963698,Casdocument.aspx?documentid=322696150,FundDocuments.aspx?query=all&fund=020750,https://danjuanfunds.com/funding/020750
020901,[仅电子渠道]招商成长量化选股股票型证券投资基金A类,招商成长量化选股股票型证券投资基金A类,online_only,Overview.aspx?code=020901,Mainland Securities Fund,4,1.5271,2026-06-08,-2.90,-8.87,-9.62,-0.46,+26.21,-3.26,2026-06-08,,,,,+39.17,Casdocument.aspx?documentid=663320412,Casdocument.aspx?documentid=653200199,Casdocument.aspx?documentid=656856712,Casdocument.aspx?documentid=613773177,,Casdocument.aspx?documentid=658440683,Casdocument.aspx?documentid=663319347,Casdocument.aspx?documentid=569432781,FundDocuments.aspx?query=all&fund=020901,https://danjuanfunds.com/funding/020901
020902,[仅电子渠道]招商成长量化选股股票型证券投资基金C类,招商成长量化选股股票型证券投资基金C类,online_only,Overview.aspx?code=020902,Mainland Securities Fund,4,1.5088,2026-06-08,-2.91,-8.92,-9.76,-0.76,+25.45,-3.52,2026-06-08,,,,,+38.34,Casdocument.aspx?documentid=663320412,Casdocument.aspx?documentid=653200199,Casdocument.aspx?documentid=656856712,Casdocument.aspx?documentid=613773177,,Casdocument.aspx?documentid=658440683,Casdocument.aspx?documentid=663320434,Casdocument.aspx?documentid=569432781,FundDocuments.aspx?query=all&fund=020902,https://danjuanfunds.com/funding/020902
021142,华夏中证港股通央企红利交易型开放式指数证券投资基金发起式联接基金A类,华夏中证港股通央企红利交易型开放式指数证券投资基金发起式联接基金A类,,Overview.aspx?code=021142,Mainland Securities Fund,4,1.4204,2026-06-08,-0.37,-4.56,-6.34,-4.51,+8.89,-1.22,2026-06-08,,,,,+17.56,Casdocument.aspx?documentid=663030199,Casdocument.aspx?documentid=653218542,Casdocument.aspx?documentid=656856885,Casdocument.aspx?documentid=614245472,,Casdocument.aspx?documentid=503821956,Casdocument.aspx?documentid=663037463,Casdocument.aspx?documentid=503649185,FundDocuments.aspx?query=all&fund=021142,https://danjuanfunds.com/funding/021142
021143,华夏中证港股通央企红利交易型开放式指数证券投资基金发起式联接基金C类,华夏中证港股通央企红利交易型开放式指数证券投资基金发起式联接基金C类,,Overview.aspx?code=021143,Mainland Securities Fund,4,1.4114,2026-06-08,-0.37,-4.59,-6.41,-4.65,+8.57,-1.35,2026-06-08,,,,,+17.20,Casdocument.aspx?documentid=663030199,Casdocument.aspx?documentid=653218542,Casdocument.aspx?documentid=656856885,Casdocument.aspx?documentid=614245472,,Casdocument.aspx?documentid=503821956,Casdocument.aspx?documentid=663036636,Casdocument.aspx?documentid=503649185,FundDocuments.aspx?query=all&fund=021143,https://danjuanfunds.com/funding/021143
021206,[仅电子渠道]易方达中证A50交易型开放式指数证券投资基金发起式联接基金A类,易方达中证A50交易型开放式指数证券投资基金发起式联接基金A类,online_only,Overview.aspx?code=021206,Mainland Securities Fund,3,1.2922,2026-06-08,-1.85,-3.22,+3.01,+1.84,+18.63,+1.81,2026-06-08,,,,,+15.88,Casdocument.aspx?documentid=643243888,Casdocument.aspx?documentid=653265019,Casdocument.aspx?documentid=656817436,Casdocument.aspx?documentid=614558136,,Casdocument.aspx?documentid=554675145,Casdocument.aspx?documentid=661281916,Casdocument.aspx?documentid=503396445,FundDocuments.aspx?query=all&fund=021206,https://danjuanfunds.com/funding/021206
021207,[仅电子渠道]易方达中证A50交易型开放式指数证券投资基金发起式联接基金C类,易方达中证A50交易型开放式指数证券投资基金发起式联接基金C类,online_only,Overview.aspx?code=021207,Mainland Securities Fund,3,1.2867,2026-06-08,-1.85,-3.23,+2.95,+1.73,+18.38,+1.72,2026-06-08,,,,,+15.64,Casdocument.aspx?documentid=643243888,Casdocument.aspx?documentid=653265019,Casdocument.aspx?documentid=656817436,Casdocument.aspx?documentid=614558136,,Casdocument.aspx?documentid=554675145,Casdocument.aspx?documentid=661276650,Casdocument.aspx?documentid=503396445,FundDocuments.aspx?query=all&fund=021207,https://danjuanfunds.com/funding/021207
021231,[仅电子渠道]工银瑞信中证A50交易型开放式指数证券投资基金联接基金A类,工银瑞信中证A50交易型开放式指数证券投资基金联接基金A类,online_only,Overview.aspx?code=021231,Mainland Securities Fund,3,1.3602,2026-06-08,-1.88,-3.17,+3.33,+2.42,+19.78,+2.19,2026-06-08,,,,,+16.66,Casdocument.aspx?documentid=632996010,Casdocument.aspx?documentid=653216288,Casdocument.aspx?documentid=656805942,Casdocument.aspx?documentid=613802813,,Casdocument.aspx?documentid=554675170,Casdocument.aspx?documentid=632964670,Casdocument.aspx?documentid=503649245,FundDocuments.aspx?query=all&fund=021231,https://danjuanfunds.com/funding/021231
021232,[仅电子渠道]工银瑞信中证A50交易型开放式指数证券投资基金联接基金C类,工银瑞信中证A50交易型开放式指数证券投资基金联接基金C类,online_only,Overview.aspx?code=021232,Mainland Securities Fund,3,1.3534,2026-06-08,-1.88,-3.18,+3.27,+2.29,+19.48,+2.08,2026-06-08,,,,,+16.37,Casdocument.aspx?documentid=632996010,Casdocument.aspx?documentid=653216288,Casdocument.aspx?documentid=656805942,Casdocument.aspx?documentid=613802813,,Casdocument.aspx?documentid=554675170,Casdocument.aspx?documentid=632965489,Casdocument.aspx?documentid=503649245,FundDocuments.aspx?query=all&fund=021232,https://danjuanfunds.com/funding/021232
021258,[仅电子渠道]富国中债-1-3年国开行债券指数证券投资基金E类,富国中债-1-3年国开行债券指数证券投资基金E类,online_only,Overview.aspx?code=021258,Mainland Securities Fund,2,1.0819,2026-06-08,-0.01,+0.21,+0.73,+1.36,+1.76,+1.18,2026-06-08,,,,,+1.04,Casdocument.aspx?documentid=650827562,Casdocument.aspx?documentid=653238821,Casdocument.aspx?documentid=656892149,Casdocument.aspx?documentid=614535212,,Casdocument.aspx?documentid=576491473,Casdocument.aspx?documentid=650828334,Casdocument.aspx?documentid=603969511,FundDocuments.aspx?query=all&fund=021258,https://danjuanfunds.com/funding/021258
021277,广发全球精选股票型证券投资基金C类,广发全球精选股票型证券投资基金C类,,Overview.aspx?code=021277,Mainland Securities Fund,4,6.4228,2026-06-05,-5.33,+12.27,+29.87,+37.00,+60.72,+39.42,2026-06-05,,,,,+17.67,Casdocument.aspx?documentid=664014205,Casdocument.aspx?documentid=652935070,Casdocument.aspx?documentid=656823597,Casdocument.aspx?documentid=614245135,,Casdocument.aspx?documentid=568079301,Casdocument.aspx?documentid=664005039,Casdocument.aspx?documentid=658037223,FundDocuments.aspx?query=all&fund=021277,https://danjuanfunds.com/funding/021277
021550,博时中证红利低波动100交易型开放式指数证券投资基金联接基金A类,博时中证红利低波动100交易型开放式指数证券投资基金联接基金A类,,Overview.aspx?code=021550,Mainland Securities Fund,4,1.0941,2026-06-08,-0.69,-2.16,-3.15,-2.24,+3.45,-0.50,2026-06-08,,,,,+3.83,Casdocument.aspx?documentid=620812446,Casdocument.aspx?documentid=653245593,Casdocument.aspx?documentid=656833508,Casdocument.aspx?documentid=613836579,,Casdocument.aspx?documentid=514830751,Casdocument.aspx?documentid=599322526,Casdocument.aspx?documentid=514800041,FundDocuments.aspx?query=all&fund=021550,https://danjuanfunds.com/funding/021550
021551,博时中证红利低波动100交易型开放式指数证券投资基金联接基金C类,博时中证红利低波动100交易型开放式指数证券投资基金联接基金C类,,Overview.aspx?code=021551,Mainland Securities Fund,4,1.0925,2026-06-08,-0.69,-2.19,-3.22,-2.39,+3.14,-0.63,2026-06-08,,,,,+3.52,Casdocument.aspx?documentid=620812446,Casdocument.aspx?documentid=653245593,Casdocument.aspx?documentid=656833508,Casdocument.aspx?documentid=613836579,,Casdocument.aspx?documentid=514830751,Casdocument.aspx?documentid=599322921,Casdocument.aspx?documentid=514800041,FundDocuments.aspx?query=all&fund=021551,https://danjuanfunds.com/funding/021551
021633,[仅电子渠道]招商中证香港科技交易型开放式指数证券投资基金发起式联接基金(QDII)A类,招商中证香港科技交易型开放式指数证券投资基金发起式联接基金A类,"online_only,qdii",Overview.aspx?code=021633,Mainland Securities Fund,4,1.3094,2026-06-08,-2.89,-8.57,-4.23,-17.35,-13.82,-14.17,2026-06-08,,,,,+21.82,Casdocument.aspx?documentid=606490547,Casdocument.aspx?documentid=653342448,Casdocument.aspx?documentid=656941335,Casdocument.aspx?documentid=613784056,,Casdocument.aspx?documentid=523487264,Casdocument.aspx?documentid=606493717,Casdocument.aspx?documentid=523487346,FundDocuments.aspx?query=all&fund=021633,https://danjuanfunds.com/funding/021633
021634,[仅电子渠道]招商中证香港科技交易型开放式指数证券投资基金发起式联接基金(QDII)C类,招商中证香港科技交易型开放式指数证券投资基金发起式联接基金C类,"online_only,qdii",Overview.aspx?code=021634,Mainland Securities Fund,4,1.3023,2026-06-08,-2.89,-8.59,-4.30,-17.48,-14.07,-14.28,2026-06-08,,,,,+21.48,Casdocument.aspx?documentid=606490547,Casdocument.aspx?documentid=653342448,Casdocument.aspx?documentid=656941335,Casdocument.aspx?documentid=613784056,,Casdocument.aspx?documentid=523487264,Casdocument.aspx?documentid=606493732,Casdocument.aspx?documentid=523487346,FundDocuments.aspx?query=all&fund=021634,https://danjuanfunds.com/funding/021634
021672,[仅电子渠道]国泰中证全指软件交易型开放式指数证券投资基金发起式联接基金E类,国泰中证全指软件交易型开放式指数证券投资基金发起式联接基金E类,online_only,Overview.aspx?code=021672,Mainland Securities Fund,5,0.7325,2026-06-08,-2.67,-16.05,-17.67,-16.95,-9.68,-18.06,2026-06-08,,,,,+12.51,Casdocument.aspx?documentid=648706071,Casdocument.aspx?documentid=652957191,Casdocument.aspx?documentid=656941229,Casdocument.aspx?documentid=614259963,,Casdocument.aspx?documentid=518023977,Casdocument.aspx?documentid=648706373,Casdocument.aspx?documentid=341658129,FundDocuments.aspx?query=all&fund=021672,https://danjuanfunds.com/funding/021672
