fund_code,fund_name,fund_name_clean,fund_status,fund_detail_url,fund_domicile,risk_level,nav,nav_date,perf_1d_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,perf_ytd_pct,annual_return_date,annual_return_2021_pct,annual_return_2022_pct,annual_return_2023_pct,annual_return_2024_pct,annual_return_2025_pct,doc_prospectus,doc_annual_report,doc_quarterly_report,doc_semi_annual_report,doc_monthly_report,doc_fund_contract,doc_product_summary,doc_offering_announcement,doc_all_announcements,xueqiu_link
000011,华夏大盘精选证券投资基金（暂停申购）,华夏大盘精选证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000011,Mainland Securities Fund,3,24.971,2026-05-28,+1.27,+13.25,+19.20,+33.87,+72.56,+27.64,2026-05-28,+4.69,-21.34,-15.50,+10.79,+33.07,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=592916602,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653245590,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656846742,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614245193,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=456418584,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=593327839,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658045588,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000011,https://danjuanfunds.com/funding/000011
000037,[仅电子渠道]广发景宁纯债债券型证券投资基金A类,广发景宁纯债债券型证券投资基金A类,online_only,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000037,Mainland Securities Fund,3,1.2116,2026-05-28,+0.02,+0.37,+1.12,+1.85,+2.61,+1.71,2026-05-28,+6.39,+1.90,+5.62,+4.76,+1.77,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=659467642,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652931994,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656817404,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614236191,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=352599551,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=659466743,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658038067,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000037,https://danjuanfunds.com/funding/000037
000043,嘉实美国成长股票（QDII）-人民币,嘉实美国成长股票-人民币,qdii,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000043,Mainland Securities Fund,4,6.44,2026-05-27,+0.00,+6.91,+15.31,+11.92,+32.98,+12.88,2026-05-27,+22.45,-20.82,+38.83,+32.68,+15.65,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=660680555,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652994192,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656940913,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613841288,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=564201820,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=660704709,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658047767,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000043,https://danjuanfunds.com/funding/000043
000045,工银瑞信产业债债券型证券投资基金（暂停申购）,工银瑞信产业债债券型证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000045,Mainland Securities Fund,3,1.614,2026-05-28,+0.00,+0.81,+0.69,+3.53,+8.54,+2.67,2026-05-28,+4.92,-2.75,+0.65,+6.62,+6.07,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632993959,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653184216,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656941617,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613802240,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=333937975,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632962641,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=374112303,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000045,https://danjuanfunds.com/funding/000045
000046,工银瑞信产业债债券型证券投资基金B类（暂停申购）,工银瑞信产业债债券型证券投资基金B类,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000046,Mainland Securities Fund,3,1.551,2026-05-28,+0.06,+0.85,+0.58,+3.40,+8.16,+2.51,2026-05-28,+4.54,-3.14,+0.30,+6.23,+5.66,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632993959,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653184216,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656941617,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613802240,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=333937975,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632962608,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=374112303,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000046,https://danjuanfunds.com/funding/000046
000051,[仅电子渠道]华夏沪深300交易型开放式指数证券投资基金联接基金A类,华夏沪深300交易型开放式指数证券投资基金联接基金A类,online_only,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000051,Mainland Securities Fund,4,1.8489,2026-05-28,+0.12,+3.28,+4.36,+8.84,+29.85,+6.25,2026-05-28,-3.28,-19.20,-8.99,+16.82,+19.87,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=612231787,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653283478,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656849149,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614257094,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=554675066,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=592971394,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=46257504,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000051,https://danjuanfunds.com/funding/000051
000084,博时安盈债券型证券投资基金A类,博时安盈债券型证券投资基金A类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000084,Mainland Securities Fund,3,1.2602,2026-05-28,+0.01,+0.11,+0.41,+0.76,+1.52,+0.63,2026-05-28,+3.51,+1.88,+3.45,+2.98,+1.45,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632209889,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653242548,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656834825,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613854168,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632212930,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632215641,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658036436,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000084,https://danjuanfunds.com/funding/000084
000085,博时安盈债券型证券投资基金C类,博时安盈债券型证券投资基金C类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000085,Mainland Securities Fund,3,1.2285,2026-05-28,+0.01,+0.09,+0.33,+0.60,+1.22,+0.51,2026-05-28,+3.21,+1.57,+3.15,+2.66,+1.15,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632209889,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653242548,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656834825,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613854168,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632212930,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=632215375,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658036436,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000085,https://danjuanfunds.com/funding/000085
000171,易方达裕丰回报债券型证券投资基金（暂停申购）,易方达裕丰回报债券型证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000171,Mainland Securities Fund,3,2.106,2026-05-28,+0.62,+4.67,+6.96,+11.72,+14.58,+10.67,2026-05-28,+6.24,-4.01,+1.51,+8.88,+4.16,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=643243732,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653284791,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656813441,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614558155,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=405111354,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=661296566,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658047873,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000171,https://danjuanfunds.com/funding/000171
000191,富国信用债债券型证券投资基金,富国信用债债券型证券投资基金,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000191,Mainland Securities Fund,3,1.3538,2026-05-28,+0.03,+0.36,+1.17,+1.87,+2.36,+1.84,2026-05-28,+5.60,+1.90,+4.67,+4.58,+1.10,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=592124032,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653238176,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656887816,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614534584,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=464105613,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=591163719,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658045835,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000191,https://danjuanfunds.com/funding/000191
000205,易方达投资级信用债债券型证券投资基金A类,易方达投资级信用债债券型证券投资基金A类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000205,Mainland Securities Fund,3,1.1629,2026-05-28,+0.03,+0.42,+1.05,+1.85,+2.48,+1.65,2026-05-28,+4.77,+2.29,+4.72,+4.58,+1.28,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=643243708,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653284726,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656813253,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614557370,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=601290540,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=661295706,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=55769092,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000205,https://danjuanfunds.com/funding/000205
000218,国泰黄金交易型开放式证券投资基金联接基金A类,国泰黄金交易型开放式证券投资基金联接基金A类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000218,Mainland Securities Fund,5,3.4782,2026-05-28,-2.12,-5.85,-15.90,+1.52,+24.42,-1.22,2026-05-28,-4.87,+9.94,+16.45,+26.80,+57.21,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=624158231,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652948232,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656941328,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614261744,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=550508800,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=624207554,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658048807,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000218,https://danjuanfunds.com/funding/000218
000242,景顺长城策略精选灵活配置混合型证券投资基金A类（暂停申购）,景顺长城策略精选灵活配置混合型证券投资基金A类,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000242,Mainland Securities Fund,4,4.614,2026-05-28,+0.85,+10.30,+14.01,+38.48,+69.69,+36.23,2026-05-28,+49.13,-21.33,+11.79,+3.16,+17.81,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=662233833,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652384247,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656835730,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613827494,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=464117698,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=662234839,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658036546,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000242,https://danjuanfunds.com/funding/000242
000251,[仅电子渠道]工银瑞信金融地产行业混合型证券投资基金A类,工银瑞信金融地产行业混合型证券投资基金A类,online_only,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000251,Mainland Securities Fund,4,2.69,2026-05-28,-0.81,-6.76,-7.53,-5.91,-3.03,-8.38,2026-05-28,+0.26,-8.22,-17.54,+34.01,+9.10,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=595288778,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653184512,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656941680,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613802182,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=615524128,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=595288575,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=185492400,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000251,https://danjuanfunds.com/funding/000251
000307,易方达黄金交易型开放式证券投资基金联接基金A类,易方达黄金交易型开放式证券投资基金联接基金A类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000307,Mainland Securities Fund,5,3.1598,2026-05-28,-2.12,-5.87,-15.90,+1.27,+23.92,-1.43,2026-05-28,-4.73,+8.98,+15.98,+26.14,+55.78,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=637586209,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653284795,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656813239,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=614556640,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=258099354,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=661295644,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658045499,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000307,https://danjuanfunds.com/funding/000307
000311,景顺长城沪深300指数增强型证券投资基金 （暂停申购）,景顺长城沪深300指数增强型证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000311,Mainland Securities Fund,3,2.911,2026-05-28,+0.31,+4.00,+5.62,+12.96,+34.83,+9.93,2026-05-28,-2.61,-20.96,-9.94,+13.00,+20.86,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633145004,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652388545,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656836109,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613828079,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=576455026,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633260188,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=374112295,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000311,https://danjuanfunds.com/funding/000311
000385,景顺长城景颐双利债券型证券投资基金A类,景顺长城景颐双利债券型证券投资基金A类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000385,Mainland Securities Fund,3,1.906,2026-05-28,+0.21,+0.69,+0.58,+3.93,+10.49,+2.97,2026-05-28,+8.37,-1.59,+2.19,+7.89,+8.25,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633145783,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652383658,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656836242,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613827584,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=341658185,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633260007,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658036106,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000385,https://danjuanfunds.com/funding/000385
000386,景顺长城景颐双利债券型证券投资基金C类,景顺长城景颐双利债券型证券投资基金C类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000386,Mainland Securities Fund,3,1.814,2026-05-28,+0.22,+0.67,+0.44,+3.72,+10.07,+2.78,2026-05-28,+7.88,-1.97,+1.74,+7.56,+7.82,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633145783,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652383658,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656836242,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613827584,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=341658185,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633260007,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658036106,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000386,https://danjuanfunds.com/funding/000386
000457,摩根核心成长股票型证券投资基金（暂停申购）,摩根核心成长股票型证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000457,Mainland Securities Fund,4,3.8672,2026-05-28,-1.18,-4.73,+14.97,+13.54,+77.61,+12.72,2026-05-28,+17.98,-24.50,-16.10,+14.98,+58.91,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=598113730,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653189730,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656852220,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613806294,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=563077640,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=598112949,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=81076006,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000457,https://danjuanfunds.com/funding/000457
000586,景顺长城中小板创业板精选股票型证券投资基金（暂停申购）,景顺长城中小板创业板精选股票型证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000586,Mainland Securities Fund,4,4.097,2026-05-28,+1.64,+18.34,+25.87,+54.14,+109.24,+52.19,2026-05-28,+28.54,-20.38,+9.19,+1.50,+24.23,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633145601,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652383668,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656836149,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613828156,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=464117980,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=633261709,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658049505,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000586,https://danjuanfunds.com/funding/000586
000595,嘉实泰和混合型证券投资基金（暂停申购）,嘉实泰和混合型证券投资基金,suspended,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000595,Mainland Securities Fund,4,4.022,2026-05-28,+1.21,+10.04,+10.07,+32.26,+55.11,+25.92,2026-05-28,-6.98,-18.41,-21.59,+0.07,+19.58,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658212446,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=652994231,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656939119,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613839433,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=456416630,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=598362822,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658045877,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000595,https://danjuanfunds.com/funding/000595
000746,[仅电子渠道]招商行业精选股票型证券投资基金,招商行业精选股票型证券投资基金,online_only,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000746,Mainland Securities Fund,4,6.202,2026-05-28,-0.85,-6.02,-6.50,+12.09,+40.73,+8.39,2026-05-28,-11.94,-12.95,-2.05,+34.31,+33.13,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=659287372,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653329628,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656939809,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613778680,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=456418006,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=659287132,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658045892,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000746,https://danjuanfunds.com/funding/000746
000849,汇丰晋信双核策略混合型证券投资基金 A类,汇丰晋信双核策略混合型证券投资基金 A类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000849,Mainland Securities Fund,4,1.9795,2026-05-28,+0.68,-1.87,-10.20,+13.18,+52.46,+3.63,2026-05-28,-0.74,-29.03,-0.80,+5.61,+55.99,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=599595248,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653243618,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656934901,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613823854,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=480594943,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=599607483,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658047345,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000849,https://danjuanfunds.com/funding/000849
000850,汇丰晋信双核策略混合型证券投资基金 C类,汇丰晋信双核策略混合型证券投资基金 C类,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Overview.aspx?code=000850,Mainland Securities Fund,4,1.8973,2026-05-28,+0.68,-1.92,-10.32,+12.90,+51.70,+3.42,2026-05-28,-1.24,-29.39,-1.29,+5.08,+55.23,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=599595248,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=653243618,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=656934901,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=613823854,,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=480594943,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=599607516,https://fundsresearch.investments.hsbc.com.cn/rbwm/Casdocument.aspx?documentid=658047345,https://fundsresearch.investments.hsbc.com.cn/rbwm/FundDocuments.aspx?query=all&fund=000850,https://danjuanfunds.com/funding/000850
